TrackId,Code,Team,Q1,Q2,Q3,Grid,Position
70.0,NOR,McLaren,1:05.450,1:05.103,1:04.718,2.0,20
70.0,PIA,McLaren,1:05.311,1:05.070,1:05.048,7.0,2
9.0,NOR,McLaren,1:31.596,1:26.559,1:26.030,3.0,3
9.0,PIA,McLaren,1:30.895,1:26.733,1:26.237,5.0,4
11.0,NOR,McLaren,1:17.755,1:15.540,1:15.227,1.0,2
11.0,PIA,McLaren,1:17.504,1:15.785,1:15.249,2.0,1
13.0,NOR,McLaren,1:55.582,1:54.358,1:53.981,4.0,5
13.0,PIA,McLaren,1:54.835,1:54.136,1:54.027,5.0,2
39.0,NOR,McLaren,1:11.377,1:10.496,1:09.673,1.0,1
39.0,PIA,McLaren,1:11.541,1:10.505,1:10.172,3.0,4
14.0,NOR,McLaren,1:19.911,1:19.727,1:19.327,1.0,3
14.0,PIA,McLaren,1:20.076,1:19.808,1:19.436,2.0,2
73.0,PIA,McLaren,1:43.033,1:42.598,1:41.686,2.0,1
73.0,NOR,McLaren,1:43.609,,,15.0,4
15.0,NOR,McLaren,1:30.002,1:30.007,1:29.525,1.0,1
15.0,PIA,McLaren,1:30.258,1:29.640,1:29.953,5.0,3
69.0,NOR,McLaren,1:33.616,1:32.851,1:32.330,1.0,4
69.0,PIA,McLaren,1:33.864,1:33.057,1:32.950,5.0,5
32.0,NOR,McLaren,1:16.505,1:16.301,1:16.260,3.0,2
32.0,PIA,McLaren,1:17.597,\N,\N,17.0,8
18.0,NOR,McLaren,1:30.944,1:24.844,1:23.405,1.0,6
18.0,PIA,McLaren,1:30.114,1:25.179,1:24.686,8.0,8
80.0,NOR,McLaren,1:33.592,1:33.099,1:33.008,6.0,6
80.0,PIA,McLaren,1:33.450,1:33.024,1:33.033,8.0,7
78.0,NOR,McLaren,1:21.578,1:20.983,1:20.772,3.0,10
78.0,PIA,McLaren,1:21.821,1:21.121,1:20.829,4.0,3
24.0,NOR,McLaren,1:23.682,1:23.098,1:22.595,1.0,1
24.0,PIA,McLaren,1:23.640,1:23.199,1:22.804,2.0,10
3.0,HUL,Williams,1:56.375,1:55.857,\N,13.0,14
1.0,HUL,Williams,1:25.866,1:25.748,\N,15.0,\N
2.0,HUL,Williams,1:49.664,1:47.346,1:51.001,5.0,10
17.0,HUL,Williams,1:37.049,1:36.647,\N,16.0,15
4.0,HUL,Williams,1:22.857,1:22.131,\N,13.0,16
6.0,HUL,Williams,1:16.030,1:15.317,\N,11.0,\N
5.0,HUL,Williams,1:28.227,1:28.841,\N,17.0,17
7.0,HUL,Williams,1:16.770,1:16.438,\N,12.0,13
12.0,HUL,Williams,1:38.843,1:38.523,1:38.428,8.0,\N
9.0,HUL,Williams,1:32.144,1:31.635,\N,13.0,10
10.0,HUL,Williams,1:16.387,1:14.943,1:15.339,10.0,13
11.0,HUL,Williams,1:21.598,1:21.275,1:21.710,10.0,6
13.0,HUL,Williams,1:55.442,1:47.821,1:47.053,9.0,14
14.0,HUL,Williams,1:23.516,1:22.989,1:23.037,8.0,7
15.0,HUL,Williams,1:47.984,1:47.674,\N,17.0,10
22.0,HUL,Williams,1:32.211,1:31.926,1:31.559,9.0,\N
35.0,HUL,Williams,1:38.115,1:37.620,\N,11.0,10
18.0,HUL,Williams,1:20.050,1:19.144,1:14.470,1.0,8
24.0,HUL,Williams,1:41.015,1:41.418,\N,15.0,16
1.0,STR,Williams,1:27.143,\N,\N,20.0,\N
17.0,STR,Williams,1:33.986,1:34.090,1:34.220,10.0,\N
3.0,STR,Williams,1:31.748,1:31.168,\N,12.0,\N
71.0,STR,Williams,1:36.279,1:35.964,\N,11.0,11
4.0,STR,Williams,1:22.411,\N,\N,18.0,16
6.0,STR,Williams,1:14.893,\N,\N,17.0,15
7.0,STR,Williams,1:14.209,\N,\N,17.0,9
73.0,STR,Williams,1:43.613,1:42.284,1:42.753,8.0,3
70.0,STR,Williams,1:06.608,\N,\N,18.0,10
9.0,STR,Williams,1:42.573,\N,\N,15.0,16
11.0,STR,Williams,1:19.102,\N,\N,17.0,14
13.0,STR,Williams,1:46.915,\N,\N,15.0,11
14.0,STR,Williams,1:37.653,1:37.002,1:37.032,2.0,7
15.0,STR,Williams,1:44.728,\N,\N,18.0,8
2.0,STR,Williams,1:33.000,1:32.307,\N,13.0,8
22.0,STR,Williams,1:31.409,\N,\N,15.0,\N
69.0,STR,Williams,1:36.868,\N,\N,15.0,11
32.0,STR,Williams,1:18.902,1:19.159,\N,11.0,6
18.0,STR,Williams,1:10.776,\N,\N,16.0,16
24.0,STR,Williams,1:39.503,1:39.646,\N,15.0,18
1.0,STR,Williams,1:24.464,1:24.230,\N,13.0,14
3.0,STR,Williams,1:31.503,\N,\N,20.0,14
17.0,STR,Williams,1:34.285,\N,\N,18.0,14
73.0,STR,Williams,1:44.359,1:43.585,\N,10.0,8
4.0,STR,Williams,1:20.225,\N,\N,18.0,11
6.0,STR,Williams,1:13.323,\N,\N,17.0,17
7.0,STR,Williams,1:13.590,\N,\N,17.0,\N
34.0,STR,Williams,1:33.729,\N,\N,19.0,17
70.0,STR,Williams,1:05.264,1:05.286,\N,14.0,14
9.0,STR,Williams,\N,\N,\N,19.0,12
10.0,STR,Williams,1:14.206,\N,\N,18.0,\N
11.0,STR,Williams,1:18.560,\N,\N,15.0,17
13.0,STR,Williams,1:45.134,\N,\N,17.0,13
14.0,STR,Williams,1:21.838,1:21.494,1:21.627,10.0,9
15.0,STR,Williams,1:41.334,\N,\N,20.0,14
71.0,STR,Williams,1:36.437,\N,\N,14.0,15
22.0,STR,Williams,1:30.317,1:30.714,\N,14.0,17
69.0,STR,Williams,1:35.480,\N,\N,15.0,14
32.0,STR,Williams,1:17.689,\N,\N,17.0,12
18.0,STR,Williams,1:09.441,\N,\N,19.0,18
24.0,STR,Williams,1:38.682,\N,\N,20.0,13
1.0,RUS,Williams,1:24.360,\N,\N,19.0,16
3.0,RUS,Williams,1:31.759,\N,\N,19.0,15
17.0,RUS,Williams,1:35.253,\N,\N,17.0,16
73.0,RUS,Williams,1:45.062,\N,\N,16.0,15
4.0,RUS,Williams,1:19.072,\N,\N,19.0,17
6.0,RUS,Williams,1:13.477,\N,\N,19.0,15
7.0,RUS,Williams,1:13.617,\N,\N,18.0,16
34.0,RUS,Williams,1:32.789,\N,\N,20.0,19
70.0,RUS,Williams,1:05.904,\N,\N,0.0,18
9.0,RUS,Williams,1:27.789,\N,\N,19.0,14
10.0,RUS,Williams,1:14.721,\N,\N,17.0,11
11.0,RUS,Williams,1:17.031,\N,\N,15.0,16
13.0,RUS,Williams,1:47.548,\N,\N,14.0,15
14.0,RUS,Williams,1:21.800,\N,\N,14.0,14
15.0,RUS,Williams,1:40.867,\N,\N,18.0,\N
71.0,RUS,Williams,1:35.356,\N,\N,17.0,\N
22.0,RUS,Williams,1:30.364,\N,\N,18.0,16
32.0,RUS,Williams,1:18.823,\N,\N,19.0,16
69.0,RUS,Williams,1:35.372,\N,\N,18.0,17
18.0,RUS,Williams,1:10.126,\N,\N,18.0,12
24.0,RUS,Williams,1:38.717,\N,\N,18.0,17
70.0,RUS,Williams,1:05.167,\N,\N,17.0,\N
70.0,RUS,Williams,1:20.382,1:19.636,\N,11.0,16
11.0,RUS,Williams,1:15.585,1:15.698,\N,12.0,18
9.0,RUS,Williams,1:26.732,1:27.092,\N,20.0,12
9.0,RUS,Williams,1:27.757,1:27.455,\N,15.0,18
4.0,RUS,Williams,1:18.099,\N,\N,18.0,17
13.0,RUS,Williams,1:43.630,1:43.468,\N,15.0,\N
14.0,RUS,Williams,1:21.587,\N,\N,19.0,14
76.0,RUS,Williams,1:17.232,\N,\N,18.0,11
71.0,RUS,Williams,1:34.020,1:33.583,\N,13.0,18
20.0,RUS,Williams,1:27.564,\N,\N,17.0,\N
75.0,RUS,Williams,1:17.931,1:17.788,\N,14.0,14
21.0,RUS,Williams,1:15.760,1:15.323,\N,13.0,\N
5.0,RUS,Williams,2:10.017,\N,\N,0.0,16
3.0,RUS,Williams,1:29.294,1:31.218,\N,14.0,12
24.0,RUS,Williams,1:38.045,\N,\N,16.0,15
3.0,RUS,Williams,1:31.316,1:33.430,\N,15.0,14
21.0,RUS,Williams,1:15.826,1:15.261,\N,12.0,\N
75.0,RUS,Williams,1:19.797,1:19.109,\N,11.0,16
4.0,RUS,Williams,1:18.445,1:19.154,\N,15.0,14
6.0,RUS,Williams,1:12.016,1:11.830,\N,15.0,14
73.0,RUS,Williams,1:42.728,1:42.758,\N,15.0,\N
34.0,RUS,Williams,1:33.060,1:32.065,\N,14.0,12
70.0,RUS,Williams,1:05.033,1:04.671,\N,10.0,\N
70.0,RUS,Williams,1:04.907,1:04.553,1:04.591,8.0,11
9.0,RUS,Williams,1:27.671,1:27.080,1:26.971,12.0,12
11.0,RUS,Williams,1:17.944,\N,\N,17.0,8
13.0,RUS,Williams,1:59.864,1:56.950,2:00.086,2.0,2
39.0,RUS,Williams,1:10.382,1:10.332,\N,11.0,17
14.0,RUS,Williams,1:21.890,1:21.392,\N,14.0,9
71.0,RUS,Williams,1:48.303,1:46.435,1:42.983,3.0,10
5.0,RUS,Williams,1:25.417,1:25.007,\N,13.0,15
69.0,RUS,Williams,1:35.746,\N,\N,20.0,14
32.0,RUS,Williams,1:17.958,1:18.172,\N,16.0,16
18.0,RUS,Williams,1:09.953,\N,\N,17.0,13
78.0,RUS,Williams,1:22.863,1:22.756,\N,15.0,17
77.0,RUS,Williams,1:28.926,1:29.054,\N,14.0,\N
24.0,RUS,Williams,1:24.423,\N,\N,17.0,\N
3.0,ALB,Williams,1:32.726,1:32.664,\N,14.0,13
77.0,ALB,Williams,1:30.492,\N,\N,16.0,14
1.0,ALB,Williams,1:20.135,\N,\N,20.0,10
21.0,ALB,Williams,\N,\N,\N,18.0,11
79.0,ALB,Williams,1:31.266,\N,\N,18.0,9
4.0,ALB,Williams,1:21.645,\N,\N,18.0,18
6.0,ALB,Williams,1:13.611,\N,\N,16.0,\N
73.0,ALB,Williams,1:44.719,\N,\N,17.0,12
7.0,ALB,Williams,1:34.047,1:26.858,\N,12.0,13
9.0,ALB,Williams,1:42.078,\N,\N,16.0,\N
70.0,ALB,Williams,1:06.516,1:06.230,\N,15.0,12
34.0,ALB,Williams,1:33.423,1:33.307,\N,13.0,13
11.0,ALB,Williams,1:19.256,\N,\N,17.0,17
13.0,ALB,Williams,1:45.672,1:45.675,1:45.837,6.0,10
39.0,ALB,Williams,1:11.695,1:11.802,\N,15.0,12
15.0,ALB,Williams,1:56.985,\N,\N,18.0,\N
22.0,ALB,Williams,1:31.311,\N,\N,16.0,\N
69.0,ALB,Williams,1:36.932,1:36.368,\N,8.0,13
32.0,ALB,Williams,1:20.859,\N,\N,17.0,12
18.0,ALB,Williams,1:14.324,1:11.631,\N,19.0,15
24.0,ALB,Williams,1:26.028,\N,\N,19.0,13
3.0,ALB,Williams,1:31.461,\N,\N,15.0,10
77.0,ALB,Williams,1:29.994,\N,\N,17.0,\N
1.0,ALB,Williams,1:17.962,1:17.761,1:17.609,8.0,\N
73.0,ALB,Williams,1:42.171,1:41.818,\N,12.0,12
79.0,ALB,Williams,1:28.234,1:27.795,\N,11.0,14
6.0,ALB,Williams,1:12.706,1:12.527,\N,13.0,14
4.0,ALB,Williams,1:14.063,\N,\N,18.0,16
7.0,ALB,Williams,1:21.938,1:18.725,\N,9.0,7
70.0,ALB,Williams,1:05.673,1:05.387,1:05.823,10.0,11
9.0,ALB,Williams,1:29.466,1:28.067,1:27.530,8.0,8
11.0,ALB,Williams,1:18.917,\N,\N,16.0,11
13.0,ALB,Williams,2:00.314,\N,\N,15.0,14
39.0,ALB,Williams,1:20.939,1:19.399,1:11.419,4.0,8
14.0,ALB,Williams,1:21.661,1:21.272,1:20.760,6.0,7
15.0,ALB,Williams,1:32.668,1:33.719,\N,14.0,11
22.0,ALB,Williams,1:30.941,1:30.537,\N,13.0,\N
78.0,ALB,Williams,1:26.118,1:25.707,\N,13.0,13
69.0,ALB,Williams,1:36.315,\N,\N,15.0,9
32.0,ALB,Williams,1:18.828,1:19.147,\N,14.0,9
18.0,ALB,Williams,1:10.621,1:10.840,\N,13.0,\N
80.0,ALB,Williams,1:34.634,1:33.588,1:33.323,5.0,12
24.0,ALB,Williams,1:24.298,1:24.439,,14.0,14
3.0,ALB,Williams,1:30.397,1:30.221,\N,13.0,15
77.0,ALB,Williams,1:29.107,1:28.980,,12.0,11
1.0,ALB,Williams,1:17.130,1:17.167,\N,12.0,11
22.0,ALB,Williams,1:29.963,1:29.714,\N,14.0,\N
17.0,ALB,Williams,1:35.384,1:35.241,\N,14.0,12
79.0,ALB,Williams,1:28.343,1:28.413,\N,14.0,18
21.0,ALB,Williams,1:16.524,1:16.200,,14.0,\N
6.0,ALB,Williams,1:11.623,1:11.216,1:10.948,9.0,9
7.0,ALB,Williams,1:12.896,1:12.485,1:12.796,10.0,\N
4.0,ALB,Williams,1:13.153,\N,\N,0.0,18
70.0,ALB,Williams,1:05.736,\N,\N,16.0,15
9.0,ALB,Williams,1:31.135,1:26.933,1:26.640,9.0,9
11.0,ALB,Williams,1:17.280,1:16.429,\N,13.0,14
13.0,ALB,Williams,1:55.722,1:54.473,\N,10.0,12
39.0,ALB,Williams,\N,\N,\N,19.0,14
14.0,ALB,Williams,1:20.542,1:20.314,1:20.299,9.0,9
14.0,COL,Williams,1:21.061,\N,\N,18.0,12
73.0,COL,Williams,1:43.138,1:42.473,1:42.530,8.0,8
73.0,ALB,Williams,1:42.899,1:42.840,1:42.859,9.0,7
15.0,ALB,Williams,1:30.679,1:30.474,\N,11.0,\N
15.0,COL,Williams,1:30.704,1:30.481,\N,12.0,11
69.0,ALB,Williams,1:34.051,\N,\N,14.0,16
69.0,COL,Williams,1:34.062,\N,\N,15.0,10
32.0,ALB,Williams,1:17.189,1:16.988,1:17.065,9.0,\N
32.0,COL,Williams,1:17.558,\N,\N,16.0,12
18.0,ALB,Williams,1:29.072,1:25.889,1:24.657,7.0,\N
18.0,COL,Williams,1:31.270,\N,\N,16.0,\N
80.0,COL,Williams,1:33.746,1:33.749,\N,0.0,14
80.0,ALB,Williams,1:34.425,\N,\N,17.0,\N
78.0,ALB,Williams,1:22.390,\N,\N,16.0,15
78.0,COL,Williams,1:22.594,\N,\N,19.0,\N
24.0,ALB,Williams,1:23.821,\N,\N,18.0,11
24.0,COL,Williams,1:23.912,\N,\N,20.0,\N
1.0,ALO,Renault,1:26.907,1:26.188,\N,11.0,4
2.0,ALO,Renault,1:35.983,1:35.140,1:38.450,7.0,8
3.0,ALO,Renault,1:32.947,1:32.345,1:35.115,10.0,10
4.0,ALO,Renault,1:21.347,1:20.804,1:21.904,2.0,\N
5.0,ALO,Renault,1:26.836,1:26.522,1:28.422,7.0,6
6.0,ALO,Renault,1:16.646,1:15.827,1:16.852,7.0,10
7.0,ALO,Renault,1:17.415,1:17.488,1:18.746,4.0,\N
8.0,ALO,Renault,1:15.754,1:15.483,1:16.840,3.0,8
9.0,ALO,Renault,1:20.998,1:19.992,1:22.029,6.0,6
10.0,ALO,Renault,1:15.917,1:14.943,1:16.385,5.0,11
11.0,ALO,Renault,1:20.229,1:19.816,1:21.698,7.0,4
12.0,ALO,Renault,1:38.268,1:38.435,\N,12.0,\N
13.0,ALO,Renault,1:47.154,1:46.491,1:48.504,6.0,4
14.0,ALO,Renault,1:36.297,1:36.518,1:39.751,8.0,4
15.0,ALO,Renault,1:44.971,\N,\N,15.0,1
16.0,ALO,Renault,1:18.290,1:17.871,1:18.852,4.0,1
17.0,ALO,Renault,1:35.769,1:35.461,1:36.927,4.0,4
18.0,ALO,Renault,1:12.214,1:12.090,1:12.967,6.0,2
3.0,ALO,Renault,1:32.433,1:31.215,1:31.702,4.0,1
2.0,ALO,Renault,1:35.514,1:33.997,1:35.747,7.0,2
1.0,ALO,Renault,1:28.569,1:25.729,1:25.778,3.0,1
21.0,ALO,Renault,1:23.536,1:23.743,1:23.709,5.0,2
20.0,ALO,Renault,1:31.138,1:30.336,1:29.816,1.0,2
4.0,ALO,Renault,1:15.816,1:15.124,1:14.648,1.0,1
6.0,ALO,Renault,1:14.232,1:13.622,1:13.962,1.0,1
9.0,ALO,Renault,1:21.018,1:20.271,1:20.253,1.0,1
7.0,ALO,Renault,1:15.350,1:14.726,1:14.942,1.0,1
19.0,ALO,Renault,1:12.416,1:11.877,1:12.449,5.0,5
8.0,ALO,Renault,1:16.328,1:15.706,1:15.785,3.0,2
10.0,ALO,Renault,1:15.518,1:14.746,1:15.282,7.0,5
11.0,ALO,Renault,1:21.792,1:21.364,\N,15.0,\N
5.0,ALO,Renault,1:27.861,1:26.917,1:27.321,3.0,2
14.0,ALO,Renault,1:21.747,1:21.526,1:25.688,10.0,\N
17.0,ALO,Renault,1:44.128,1:43.951,1:44.360,1.0,2
22.0,ALO,Renault,1:30.976,1:30.357,1:30.371,5.0,1
18.0,ALO,Renault,1:11.791,1:11.148,1:11.567,4.0,2
20.0,ALO,Renault,1:31.056,\N,\N,6.0,1
7.0,ALO,Renault,1:15.561,\N,\N,3.0,\N
19.0,ALO,Renault,1:11.380,\N,\N,6.0,\N
8.0,ALO,Renault,1:14.412,\N,\N,1.0,1
9.0,ALO,Renault,1:19.905,\N,\N,1.0,2
10.0,ALO,Renault,1:14.904,\N,\N,3.0,1
11.0,ALO,Renault,1:21.141,\N,\N,6.0,11
5.0,ALO,Renault,1:27.050,\N,\N,3.0,2
14.0,ALO,Renault,1:21.319,\N,\N,2.0,2
13.0,ALO,Renault,1:46.760,\N,\N,4.0,2
18.0,ALO,Renault,1:11.988,\N,\N,1.0,3
22.0,ALO,Renault,1:54.667,\N,\N,16.0,3
17.0,ALO,Renault,1:34.080,\N,\N,1.0,1
14.0,ALO,Renault,1:20.645,\N,\N,4.0,\N
2.0,ALO,Renault,1:37.044,\N,\N,1.0,3
1.0,ALO,Renault,1:26.026,1:25.605,\N,10.0,5
2.0,ALO,Renault,1:35.260,1:34.706,1:37.659,9.0,11
17.0,ALO,Renault,1:36.443,1:35.803,1:36.381,2.0,9
3.0,ALO,Renault,1:33.627,1:32.860,1:34.578,7.0,8
4.0,ALO,Renault,1:21.186,1:20.509,1:21.392,8.0,5
6.0,ALO,Renault,1:15.898,1:15.200,1:16.009,9.0,7
5.0,ALO,Renault,1:27.988,1:27.473,1:29.075,8.0,10
9.0,ALO,Renault,1:19.167,1:18.761,1:20.741,10.0,14
20.0,ALO,Renault,1:31.302,1:42.318,\N,12.0,7
11.0,ALO,Renault,1:21.313,1:20.826,1:21.569,1.0,\N
12.0,ALO,Renault,1:39.155,1:38.717,1:40.236,8.0,6
13.0,ALO,Renault,1:45.707,1:45.136,\N,13.0,\N
14.0,ALO,Renault,1:23.708,1:23.497,1:25.072,8.0,5
15.0,ALO,Renault,1:47.757,1:46.767,1:49.054,5.0,3
22.0,ALO,Renault,1:31.401,1:31.638,\N,16.0,10
18.0,ALO,Renault,1:24.842,1:21.657,1:21.422,10.0,\N
24.0,ALO,Renault,1:41.667,\N,\N,15.0,14
1.0,ALO,Renault,1:28.928,\N,\N,10.0,7
18.0,ALO,Renault,1:14.384,\N,\N,10.0,3
21.0,ALO,Renault,1:23.169,\N,\N,8.0,6
4.0,ALO,Renault,1:18.233,\N,\N,3.0,2
70.0,ALO,Renault,1:20.113,\N,\N,19.0,\N
6.0,ALO,Renault,1:15.884,\N,\N,8.0,5
7.0,ALO,Renault,1:16.048,\N,\N,4.0,4
20.0,ALO,Renault,1:32.424,\N,\N,8.0,4
8.0,ALO,Renault,1:16.087,\N,\N,7.0,\N
9.0,ALO,Renault,1:22.404,\N,\N,8.0,\N
10.0,ALO,Renault,1:16.483,\N,\N,8.0,4
11.0,ALO,Renault,1:21.688,\N,\N,1.0,1
14.0,ALO,Renault,1:40.405,\N,\N,20.0,8
19.0,ALO,Renault,1:12.087,\N,\N,6.0,\N
22.0,ALO,Renault,1:33.044,\N,\N,5.0,\N
1.0,ALO,Renault,1:25.699,\N,\N,5.0,3
2.0,ALO,Renault,\N,\N,\N,19.0,7
3.0,ALO,Renault,1:34.130,\N,\N,16.0,6
21.0,ALO,Renault,1:20.895,\N,\N,6.0,4
4.0,ALO,Renault,1:16.422,\N,\N,8.0,4
6.0,ALO,Renault,1:14.408,\N,\N,3.0,\N
20.0,ALO,Renault,1:29.313,\N,\N,6.0,5
7.0,ALO,Renault,1:13.308,\N,\N,5.0,\N
19.0,ALO,Renault,1:11.185,\N,\N,9.0,\N
8.0,ALO,Renault,1:13.698,\N,\N,1.0,2
9.0,ALO,Renault,1:18.811,\N,\N,16.0,10
10.0,ALO,Renault,1:13.874,\N,\N,5.0,3
11.0,ALO,Renault,1:19.996,\N,\N,5.0,3
13.0,ALO,Renault,1:56.686,\N,\N,3.0,\N
17.0,ALO,Renault,1:34.917,\N,\N,6.0,4
22.0,ALO,Renault,1:36.663,\N,\N,11.0,5
18.0,ALO,Renault,1:11.454,\N,\N,8.0,4
1.0,ALO,Renault,1:47.708,1:29.758,\N,13.0,3
2.0,ALO,Renault,1:32.582,1:35.090,\N,1.0,1
3.0,ALO,Renault,1:29.848,1:32.054,\N,1.0,1
21.0,ALO,Renault,1:19.889,1:23.552,\N,2.0,1
4.0,ALO,Renault,1:14.811,1:16.880,\N,3.0,2
6.0,ALO,Renault,1:14.125,1:16.281,\N,2.0,4
1.0,HUL,Renault,1:24.975,1:25.091,\N,11.0,11
17.0,HUL,Renault,1:34.453,1:33.636,1:33.580,7.0,12
3.0,HUL,Renault,1:31.057,1:30.169,1:29.842,7.0,9
71.0,HUL,Renault,1:35.507,1:35.328,1:35.285,8.0,8
4.0,HUL,Renault,1:22.091,1:21.397,\N,13.0,6
6.0,HUL,Renault,1:13.787,1:13.628,\N,10.0,\N
7.0,HUL,Renault,1:13.804,1:13.406,1:13.271,10.0,8
73.0,HUL,Renault,1:43.930,1:44.267,\N,13.0,\N
70.0,HUL,Renault,1:06.174,1:05.597,\N,11.0,13
9.0,HUL,Renault,1:39.201,1:29.340,1:28.856,5.0,6
11.0,HUL,Renault,1:18.137,1:17.655,1:17.468,12.0,17
13.0,HUL,Renault,1:45.280,1:44.988,1:44.982,7.0,6
14.0,HUL,Renault,1:39.242,1:38.059,\N,14.0,13
15.0,HUL,Renault,1:42.586,1:41.277,1:41.013,7.0,\N
2.0,HUL,Renault,1:32.586,1:31.778,1:31.607,8.0,16
22.0,HUL,Renault,1:30.252,1:29.879,\N,11.0,\N
69.0,SAI,Renault,1:35.517,1:34.899,1:34.852,7.0,7
69.0,HUL,Renault,1:35.740,\N,\N,18.0,\N
32.0,HUL,Renault,1:18.322,1:17.792,1:17.466,7.0,\N
32.0,SAI,Renault,1:18.405,1:17.753,1:17.794,8.0,\N
18.0,HUL,Renault,1:10.078,1:09.726,1:09.703,7.0,10
18.0,SAI,Renault,1:10.227,1:09.768,1:09.805,8.0,11
24.0,HUL,Renault,1:38.781,1:38.138,1:38.282,7.0,6
24.0,SAI,Renault,1:38.810,1:38.725,\N,12.0,\N
1.0,HUL,Renault,1:23.782,1:23.544,1:23.532,7.0,7
1.0,SAI,Renault,1:23.529,1:23.061,1:23.577,9.0,10
3.0,HUL,Renault,1:30.260,1:29.187,1:29.570,7.0,6
3.0,SAI,Renault,1:29.893,1:29.802,1:29.986,10.0,11
17.0,HUL,Renault,1:33.545,1:32.494,1:32.532,7.0,6
17.0,SAI,Renault,1:33.315,1:32.970,1:32.819,9.0,9
73.0,HUL,Renault,1:43.746,1:43.232,1:43.066,14.0,\N
73.0,SAI,Renault,1:43.426,1:43.464,1:43.351,9.0,5
4.0,SAI,Renault,1:18.480,1:17.803,1:17.790,9.0,7
4.0,HUL,Renault,1:18.923,\N,\N,16.0,\N
6.0,SAI,Renault,1:12.950,1:12.286,1:12.130,8.0,10
6.0,HUL,Renault,1:13.065,1:12.411,\N,11.0,8
7.0,HUL,Renault,1:12.795,1:11.916,1:11.973,7.0,7
7.0,SAI,Renault,1:12.689,1:12.097,1:12.168,9.0,8
34.0,SAI,Renault,1:32.394,1:32.016,1:32.126,7.0,8
34.0,HUL,Renault,1:32.949,1:32.115,\N,12.0,9
70.0,SAI,Renault,1:04.948,1:04.561,1:04.725,9.0,12
70.0,HUL,Renault,1:04.864,1:04.676,1:05.019,10.0,\N
9.0,HUL,Renault,1:28.017,1:27.901,\N,11.0,6
9.0,SAI,Renault,1:28.456,\N,\N,16.0,\N
10.0,HUL,Renault,1:13.479,1:12.946,1:12.560,7.0,5
10.0,SAI,Renault,1:13.324,1:13.032,1:12.692,8.0,12
11.0,SAI,Renault,1:17.829,1:30.771,1:36.743,5.0,9
11.0,HUL,Renault,1:17.905,1:36.506,\N,13.0,12
13.0,HUL,Renault,1:44.145,\N,\N,20.0,\N
13.0,SAI,Renault,1:44.489,\N,\N,14.0,11
14.0,SAI,Renault,1:21.732,1:21.552,1:21.041,7.0,8
14.0,HUL,Renault,1:21.801,\N,\N,20.0,13
15.0,HUL,Renault,1:38.932,1:38.450,1:38.588,10.0,10
15.0,SAI,Renault,1:39.103,1:38.716,\N,12.0,8
71.0,SAI,Renault,1:34.626,\N,\N,11.0,17
71.0,HUL,Renault,1:34.655,\N,\N,12.0,12
22.0,SAI,Renault,1:30.236,1:30.490,\N,13.0,10
22.0,HUL,Renault,1:30.361,\N,\N,16.0,\N
69.0,HUL,Renault,1:34.932,1:34.564,1:34.215,7.0,6
69.0,SAI,Renault,1:34.891,1:34.566,\N,11.0,7
32.0,HUL,Renault,1:16.498,1:16.126,1:15.827,7.0,6
32.0,SAI,Renault,1:16.813,1:16.188,1:16.084,8.0,\N
18.0,HUL,Renault,1:09.009,1:08.834,\N,13.0,\N
18.0,SAI,Renault,1:09.269,\N,\N,15.0,12
24.0,HUL,Renault,1:37.569,1:36.630,1:36.542,10.0,\N
24.0,SAI,Renault,1:37.757,1:36.982,\N,11.0,6
1.0,HUL,Renault,1:22.540,1:22.562,\N,11.0,7
3.0,HUL,Renault,1:30.034,\N,\N,17.0,\N
17.0,HUL,Renault,1:33.644,1:33.968,1:32.962,8.0,\N
73.0,HUL,Renault,1:43.427,\N,\N,15.0,14
4.0,HUL,Renault,1:18.404,\N,\N,0.0,13
6.0,HUL,Renault,1:12.097,1:11.670,\N,11.0,13
7.0,HUL,Renault,1:11.720,1:11.553,1:11.324,7.0,7
34.0,HUL,Renault,1:30.865,1:30.544,\N,13.0,8
70.0,HUL,Renault,1:04.733,1:04.516,\N,15.0,13
9.0,HUL,Renault,1:26.568,1:26.397,1:26.386,10.0,10
10.0,HUL,Renault,1:13.186,1:12.766,1:13.126,9.0,\N
11.0,HUL,Renault,1:16.790,1:16.565,\N,11.0,12
13.0,HUL,Renault,1:45.899,1:44.549,1:44.542,12.0,8
14.0,HUL,Renault,1:20.155,1:20.275,1:20.049,6.0,5
15.0,HUL,Renault,1:39.001,1:38.580,1:38.264,8.0,9
71.0,HUL,Renault,1:34.236,1:33.898,1:33.289,6.0,10
22.0,HUL,Renault,1:29.619,1:30.112,\N,15.0,\N
32.0,HUL,Renault,1:17.608,1:16.885,\N,12.0,10
69.0,HUL,Renault,1:34.092,1:33.815,\N,11.0,9
18.0,HUL,Renault,1:09.050,1:08.921,\N,13.0,15
24.0,HUL,Renault,1:37.506,1:36.859,1:36.710,9.0,12
70.0,OCO,Renault,1:04.933,1:04.643,\N,14.0,8
70.0,OCO,Renault,1:19.687,1:18.764,1:20.922,5.0,\N
11.0,OCO,Renault,1:15.719,1:15.742,\N,14.0,14
9.0,OCO,Renault,1:26.396,1:26.252,1:26.209,9.0,6
9.0,OCO,Renault,1:27.278,1:27.011,\N,14.0,8
4.0,OCO,Renault,1:17.765,1:17.567,\N,15.0,13
